1,1,0.01,0.00,396.45,26.92,1.76,396.45,19.92,0.00
1,1,0.26,0.01,396.45,26.92,3.53,396.45,19.92,1.76
1,1,0.04,0.27,396.45,26.92,5.29,396.45,19.92,3.53
1,1,0.06,0.31,396.45,26.92,7.06,396.45,19.92,5.29
1,1,0.05,0.36,396.45,26.92,4.06,396.45,19.92,5.88
1,1,0.05,0.42,396.45,26.92,1.56,396.45,19.92,5.12
1,1,0.14,0.47,396.45,26.92,0.36,396.45,19.92,4.12
1,1,0.03,0.61,396.45,26.92,0.17,396.45,19.92,3.01
1,1,0.05,0.64,396.45,26.92,0.35,396.45,19.92,1.90
1,1,0.05,0.69,396.45,26.92,0.37,396.45,19.92,0.89
1,1,0.05,0.74,396.45,26.92,0.33,396.45,19.92,0.02
1,1,0.05,0.79,396.45,26.92,0.27,396.45,19.92,0.66
1,1,0.05,0.83,396.45,26.92,0.21,396.45,19.92,1.14
1,1,0.05,0.88,396.45,26.92,0.15,396.45,19.92,1.66
1,1,0.05,0.93,396.45,26.92,0.11,396.45,19.89,2.99
1,1,0.05,0.97,396.45,26.92,0.08,396.45,19.84,3.99
1,1,0.05,1.02,396.45,26.92,1.11,396.45,19.78,4.65
1,1,0.05,1.07,396.45,26.89,2.53,396.45,19.72,5.04
1,1,0.05,1.11,396.45,26.87,0.05,396.45,19.64,5.64
1,1,0.05,1.16,396.45,26.87,0.61,396.45,19.56,5.99
1,1,0.05,1.21,396.45,26.85,1.74,396.45,19.48,6.55
1,1,0.05,1.25,396.45,26.81,3.01,396.45,19.38,6.97
1,1,0.05,1.30,396.45,26.77,3.71,396.44,19.28,7.52
1,1,0.05,1.35,396.44,26.71,4.43,396.44,19.17,7.96
1,1,0.05,1.40,396.44,26.64,4.98,396.44,19.06,8.56
1,1,0.05,1.44,396.44,26.57,5.55,396.44,18.93,9.04
1,1,0.05,1.49,396.44,26.49,6.23,396.44,18.80,9.67
1,1,0.05,1.54,396.44,26.39,7.04,396.44,18.67,10.19
1,1,0.05,1.58,396.43,26.29,7.91,396.44,18.52,10.87
1,1,0.05,1.63,396.43,26.17,8.71,396.44,18.36,11.47
1,1,0.05,1.68,396.43,26.04,9.58,396.43,18.20,12.14
1,1,0.05,1.72,396.43,25.90,10.39,396.43,18.02,12.68
1,1,0.04,1.78,396.42,25.76,10.81,396.43,17.84,13.31
1,1,0.05,1.82,396.42,25.60,10.93,396.43,17.65,13.83
1,1,0.05,1.87,396.42,25.45,11.01,396.43,17.46,14.44
1,1,0.04,1.92,396.42,25.30,11.26,396.43,17.25,14.98
1,1,0.04,1.97,396.41,25.14,11.75,396.43,17.04,15.59
1,1,0.04,2.01,396.41,24.97,12.41,396.43,16.82,16.15
1,1,0.05,2.05,396.41,24.79,13.22,396.42,16.59,16.76
1,1,0.05,2.10,396.40,24.60,13.99,396.42,16.35,17.35
1,1,0.05,2.15,396.40,24.40,14.34,396.42,16.10,17.97
1,1,0.05,2.19,396.40,24.20,14.39,396.42,15.85,18.31
1,1,0.05,2.24,396.40,24.00,14.51,396.42,15.59,19.28
1,1,0.05,2.29,396.39,23.80,14.89,396.42,15.32,19.63
1,1,0.06,2.34,396.39,23.59,15.48,396.42,15.04,20.33
1,1,0.03,2.40,396.39,23.37,16.16,396.41,14.76,20.01
1,1,0.05,2.43,396.39,23.13,16.89,396.41,14.48,20.47
1,1,0.05,2.48,396.39,22.89,17.64,396.41,14.20,20.13
1,1,0.05,2.53,396.38,22.64,18.21,396.41,13.91,20.40
1,1,0.05,2.57,396.38,22.39,18.15,396.41,13.63,21.00
1,1,0.05,2.62,396.38,22.14,17.93,396.41,13.33,21.84
1,1,0.05,2.67,396.38,21.89,17.97,396.40,13.02,22.00
1,1,0.05,2.71,396.38,21.64,18.22,396.39,12.71,22.78
1,1,0.05,2.76,396.38,21.39,18.22,396.37,12.39,22.96
1,1,0.06,2.81,396.37,21.13,18.43,396.36,12.07,23.74
1,1,0.05,2.87,396.37,20.88,18.29,396.34,11.74,23.93
1,1,0.04,2.92,396.37,20.63,18.20,396.32,11.40,24.71
1,1,0.05,2.96,396.37,20.37,18.38,396.30,11.05,24.91
1,1,0.05,3.01,396.37,20.11,18.52,396.27,10.70,25.68
1,1,0.04,3.06,396.37,19.85,18.95,396.25,10.35,25.89
1,1,0.05,3.10,396.37,19.59,19.33,396.22,9.98,26.66
1,1,0.05,3.15,396.37,19.31,20.30,396.20,9.61,26.87
1,1,0.05,3.20,396.37,19.04,19.37,396.17,9.23,27.62
1,1,0.05,3.25,396.37,18.76,20.20,396.14,8.85,27.78
1,1,0.05,3.30,396.37,18.47,21.86,396.11,8.46,28.34
1,1,0.04,3.35,396.37,18.15,24.03,396.07,8.07,28.32
1,1,0.05,3.39,396.37,17.80,25.56,396.02,7.67,28.79
1,1,0.05,3.43,396.37,17.44,26.20,395.96,7.28,28.75
1,1,0.05,3.48,396.37,17.08,26.07,395.89,6.88,29.13
1,1,0.05,3.53,396.37,16.72,25.96,395.81,6.49,29.01
1,1,0.05,3.57,396.37,16.36,25.80,395.72,6.09,29.27
1,1,0.05,3.62,396.37,16.00,25.61,395.62,5.70,29.07
1,1,0.07,3.67,396.37,15.65,25.48,395.51,5.31,29.36
1,1,0.05,3.73,396.37,15.30,25.41,395.39,4.93,29.02
1,1,0.05,3.78,396.37,14.94,25.28,395.25,4.55,29.24
1,1,0.04,3.83,396.37,14.59,25.30,395.10,4.17,28.85
1,1,0.04,3.88,396.37,14.24,25.31,394.94,3.81,29.04
1,1,0.05,3.92,396.37,13.89,25.33,394.76,3.45,28.65
1,1,0.05,3.96,396.37,13.54,25.43,394.58,3.10,28.86
1,1,0.05,4.01,396.37,13.18,25.59,394.37,2.76,28.49
1,1,0.05,4.05,396.37,12.83,25.63,394.16,2.43,28.75
1,1,0.05,4.10,396.37,12.47,25.83,393.93,2.11,28.44
1,1,0.05,4.15,396.37,12.11,25.98,393.69,1.79,28.76
1,1,0.05,4.20,396.37,11.75,26.11,393.43,1.49,28.50
1,1,0.07,4.24,396.37,11.38,26.28,393.16,1.20,28.85
1,1,0.04,4.31,396.36,11.02,26.50,392.88,0.92,28.73
1,1,0.05,4.35,396.36,10.65,26.57,392.59,0.64,29.00
1,1,0.05,4.40,396.34,10.28,26.79,392.29,0.38,28.84
1,1,0.05,4.45,396.32,9.90,26.96,391.97,0.13,29.06
1,1,0.05,4.49,396.30,9.53,27.08,391.65,-0.10,28.86
1,1,0.05,4.54,396.27,9.15,27.24,391.32,-0.32,29.05
1,1,0.05,4.59,396.24,8.78,27.45,390.97,-0.53,28.84
1,1,0.07,4.63,396.20,8.40,27.35,390.62,-0.72,29.14
1,1,0.04,4.71,396.15,8.02,27.16,390.27,-0.91,28.95
1,1,0.05,4.74,396.09,7.65,26.98,389.90,-1.08,29.14
1,1,0.05,4.79,396.03,7.28,26.84,389.53,-1.23,28.90
1,1,0.05,4.84,395.95,6.92,26.55,389.16,-1.38,29.17
1,1,0.05,4.89,395.87,6.56,26.42,388.78,-1.51,28.84
1,1,0.05,4.93,395.78,6.21,26.31,388.40,-1.63,29.08
1,1,0.07,4.98,395.68,5.86,26.14,388.01,-1.72,28.68
1,1,0.03,5.05,395.57,5.51,26.07,387.62,-1.81,28.89
1,1,0.03,5.09,395.45,5.17,26.13,387.23,-1.88,28.68
1,1,0.04,5.12,395.32,4.83,26.03,386.83,-1.93,29.02
1,1,0.03,5.16,395.18,4.50,26.11,386.44,-1.98,28.86
1,1,0.03,5.19,395.03,4.17,26.23,386.03,-2.02,29.21
1,1,0.13,5.22,394.87,3.84,26.08,385.63,-2.06,29.05
1,1,0.03,5.35,394.70,3.52,25.77,385.23,-2.08,29.37
1,1,0.03,5.39,394.53,3.21,25.54,384.82,-2.10,29.16
1,1,0.03,5.42,394.34,2.92,25.08,384.42,-2.12,29.44
1,1,0.03,5.45,394.15,2.63,24.70,384.01,-2.13,29.20
1,1,0.03,5.49,393.95,2.36,24.37,383.60,-2.14,29.45
1,1,0.13,5.52,393.74,2.09,24.23,383.20,-2.14,29.17
1,1,0.03,5.65,393.52,1.84,23.91,382.79,-2.14,29.39
